col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,brand_0,brand_1,brand_2,brand_3,brand_4,brand_5,brand_6,brand_7,price,available,sold,price_boxcox,update_month,update_day,revenue,state_0,state_1,state_2,state_3,state_4,state_5,state_6,price_scaled,sold_robust,available_robust,type_Body Care,type_Body Mist,type_Cologne,type_Eau de Parfum,type_Eau de Toilette,type_Extrait de Parfum,type_Gift Set,type_Others,type_Perfume Spray,country_Bulgaria,country_Canada,country_China,country_Estados Unidos,country_Hong Kong,country_India,country_Japan,country_Pakistan,country_Taiwan,country_United States
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15.49,10,1089,2.7833270520143616,4,30,16868.61,0,0,0,0,0,1,0,-1.1630818150538096,4.271604938271605,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,23.25,10,19,3.163291331474997,5,24,441.75,0,0,0,0,1,0,0,-0.5355019670684359,-0.13168724279835392,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,16.26,10,110,2.8283282967319394,5,24,1788.6000000000001,0,0,0,0,0,1,0,-1.088754106251551,0.24279835390946503,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,49.68,10,25,3.8874923549208757,5,22,1242.0,0,0,0,1,1,0,1,0.6606472310882366,-0.10699588477366255,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49.99,4,41,3.8934726423156056,5,23,2049.59,0,0,0,1,1,0,1,0.670524759205935,-0.0411522633744856,-1.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,27.9,2,118,3.335883594743827,5,22,3292.2,0,0,0,0,0,1,1,-0.2504345746823428,0.2757201646090535,-1.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,49.99,5,15,3.8934726423156056,5,23,749.85,0,0,0,0,1,0,1,0.670524759205935,-0.14814814814814814,-1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,36.79,68,1498,3.599464974672434,5,24,55111.42,0,0,0,0,1,0,1,0.18491782892302763,5.954732510288066,11.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,39.99,10,1129,3.6792786124863026,5,24,45148.71,0,0,0,0,0,1,1,0.3167445120983249,4.436213991769547,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48.88,10,14,3.871887868741773,5,8,684.32,0,0,0,0,1,0,0,0.6348735950030956,-0.1522633744855967,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
